text,label,clean_text,target
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,finnish forest machinery manufacturer ponsse net sale grew eur mn first quarter eur mn corresponding period,1
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,finnish kci konecranes raised net sale growth estimate,1
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,1
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,finnish pharmaceutical company orion net sale rose eur mn first quarter eur mn first quarter,1
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",positive,finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa,1
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit,1
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,according deputy md pekka silvennoinen aim double turnover next three year,1
"According to HKScan Finland , the plan is to increase J+�rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,according hkscan finland plan increase j�rvisuomen portti net sale eur mn eur mn,1
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,advertising circulation revenue grew respectively,1
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,takeover cramo become second largest rental service provider latvian market,1
"Again , the most significant sales increase of 18.6 % was in Russia .",positive,significant sale increase russia,1
Alma Media expects its net sales to increase as forecast previously .,positive,alma medium expects net sale increase forecast previously,1
Also Lemmink+�inen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,also lemmink�inen profit accounting period went eur mn eur mn year ago,1
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,end march group order book eur mn corresponding period,1
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,time profit company increased h reached l,1
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral,aviation system maintenance based kansa generated net sale usd million,0
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive,besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,operating profit net sale month period increased respectively eur eur compared financial year,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,operating profit net sale month period increased respectively eur eur compared financial year,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,operating profit net sale month period increased respectively eur eur compared,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,operating profit net sale month period increased respectively eur eur compared,1
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,operating profit net sale ninemonth period increased respectively compared corresponding period,1
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale threemonth period increased respectively eur eur compared corresponding period,1
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,operating profit net sale threemonth period increased respectively eur eur compared corresponding quarter,1
