text,label,clean_text,target,adj_text
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,advertising circulation revenue grew respectively,1,advertising grew
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,takeover cramo become second largest rental service provider latvian market,1,cramo become second largest rental latvian
"Again , the most significant sales increase of 18.6 % was in Russia .",positive,significant sale increase russia,1,significant
Alma Media expects its net sales to increase as forecast previously .,positive,alma medium expects net sale increase forecast previously,1,alma expects net
Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,also lemminkinen profit accounting period went eur mn eur mn year ago,1,lemminkinen went eur
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,end march group order book eur mn corresponding period,1,corresponding
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,time profit company increased h reached l,1,increased reached
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive,besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said,1,increased various offering new grill shish said
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,operating profit net sale month period increased respectively eur eur compared financial year,1,net increased eur compared financial
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,operating profit net sale month period increased respectively eur eur compared financial year,1,net increased eur compared financial
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,operating profit net sale month period increased respectively eur eur compared,1,net increased eur compared
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,operating profit net sale month period increased respectively eur eur compared,1,net increased eur compared
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,operating profit net sale ninemonth period increased respectively compared corresponding period,1,net ninemonth increased compared corresponding
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1,net sixmonth increased eur compared corresponding
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1,net sixmonth increased eur compared corresponding
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1,net sixmonth increased eur compared corresponding
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,1,net sixmonth increased eur compared corresponding
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,operating profit net sale threemonth period increased respectively eur eur compared corresponding period,1,net threemonth increased eur compared corresponding
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,operating profit net sale threemonth period increased respectively eur eur compared corresponding quarter,1,net threemonth increased eur compared corresponding
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive,operating profit sale threemonth period increased respectively eur eur compared corresponding period,1,threemonth increased eur compared corresponding
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,operating profit turnover ninemonth period increased respectively eur eur compared corresponding period year ago,1,ninemonth increased eur compared corresponding
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,operating profit turnover sixmonth period increased respectively eur eur compared corresponding period,1,sixmonth increased eur compared corresponding
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive,operating profit turnover sixmonth period increased respectively eur eur compared corresponding period year ago,1,sixmonth increased eur compared corresponding
Cargo volume grew by 7 % .,positive,cargo volume grew,1,grew
Cargo volume increased by approximately 5 % .,positive,cargo volume increased approximately,1,increased
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,comparable operating profit totaled eur mn eur mn,1,comparable totaled eur
